Número do Processo,Localização Atual,Foro,Vara,Controle,Classe,Assunto,Distribuição,reu_preso,Relatório Final,Denúncia,Defesa Prévia,Razões de Apelação,Contrarrazões de Apelação,Sigilo,e-SAJ
1505674-94.2026.8.26.0446,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000474,Inquérito Policial,Ameaça,2026-04-17,False,2026-04-24,2026-04-28,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00006DJ0000&processo.numero=1505674-94.2026.8.26.0446
1505581-34.2026.8.26.0446,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000673,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-05-25,False,2026-04-23,2026-05-27,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00006AU0000&processo.numero=1505581-34.2026.8.26.0446
1505588-26.2026.8.26.0446,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000618,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-05-27,False,2026-04-23,2026-04-27,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00006B10000&processo.numero=1505588-26.2026.8.26.0446
1505592-63.2026.8.26.0446,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000483,Ação Penal - Procedimento Ordinário,Decorrente de Violência Doméstica,2026-04-17,False,2026-04-27,2026-04-28,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00006B50000&processo.numero=1505592-63.2026.8.26.0446
1505593-48.2026.8.26.0446,17º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000482,Ação Penal - Procedimento Ordinário,Decorrente de Violência Doméstica,2026-04-17,True,2026-04-27,2026-04-28,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00006B60000&processo.numero=1505593-48.2026.8.26.0446
1505612-54.2026.8.26.0446,7º Promotor de Justiça de Piracicaba,Juiz das Garantias - 4ª RAJ - Piracicaba,Vara Regional das Garantias da 4ª RAJ - Piracicaba,2026/007143,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-04-16,False,2026-05-06,2026-05-08,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00006BR0000&processo.numero=1505612-54.2026.8.26.0446
1506310-45.2026.8.26.0451,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000500,Ação Penal - Procedimento Ordinário,Leve,2026-04-29,False,,2026-04-30,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000XVYV0000&processo.numero=1506310-45.2026.8.26.0451
1505493-93.2026.8.26.0446,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000461,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-04-23,False,2026-04-16,2026-04-17,2026-05-13,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE000068Z0000&processo.numero=1505493-93.2026.8.26.0446
1505533-75.2026.8.26.0446,17º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000584,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-05-05,True,2026-04-30,2026-05-04,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00006A50000&processo.numero=1505533-75.2026.8.26.0446
0000295-52.2026.8.26.0446,9º Promotor de Justiça de Piracicaba,Juiz das Garantias - 4ª RAJ - Piracicaba,Vara Regional das Garantias da 4ª RAJ - Piracicaba,2026/006372,Auto de Prisão em Flagrante,Furto Qualificado,2026-04-07,False,,2026-05-19,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE000067I0000&processo.numero=0000295-52.2026.8.26.0446
1500676-12.2026.8.26.0599,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000524,Ação Penal - Procedimento Ordinário,Furto Qualificado,2026-04-29,True,2026-04-22,2026-04-24,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004K3W0000&processo.numero=1500676-12.2026.8.26.0599
1505459-21.2026.8.26.0446,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000492,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-04-28,True,2026-04-23,2026-04-24,2026-05-19,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00006810000&processo.numero=1505459-21.2026.8.26.0446
1505336-23.2026.8.26.0446,17º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000624,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-05-14,True,2026-05-10,2026-05-12,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE000064A0000&processo.numero=1505336-23.2026.8.26.0446
1505339-75.2026.8.26.0446,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000497,Ação Penal - Procedimento Ordinário,Crimes de Trânsito,2026-04-29,True,2026-04-17,2026-04-27,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE000064D0000&processo.numero=1505339-75.2026.8.26.0446
1500667-50.2026.8.26.0599,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000488,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-04-28,True,2026-04-22,2026-04-24,2026-05-28,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004K3M0000&processo.numero=1500667-50.2026.8.26.0599
1505309-40.2026.8.26.0446,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000614,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-05-21,False,2026-04-23,2026-04-24,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE000063J0000&processo.numero=1505309-40.2026.8.26.0446
1500658-88.2026.8.26.0599,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000532,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-05-04,True,2026-04-24,2026-04-28,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004K3D0000&processo.numero=1500658-88.2026.8.26.0599
1500660-58.2026.8.26.0599,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000588,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-05-15,False,2026-04-16,2026-04-17,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004K3F0000&processo.numero=1500660-58.2026.8.26.0599
1500638-97.2026.8.26.0599,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000502,Ação Penal - Procedimento Ordinário,Decorrente de Violência Doméstica,2026-04-27,True,2026-04-17,2026-04-28,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004K2Q0000&processo.numero=1500638-97.2026.8.26.0599
1500641-52.2026.8.26.0599,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000627,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-05-15,False,2026-04-15,2026-04-17,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004K2T0000&processo.numero=1500641-52.2026.8.26.0599
1505255-74.2026.8.26.0446,17º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000498,Ação Penal - Procedimento Ordinário,Receptação Qualificada,2026-04-23,False,2026-04-17,2026-04-17,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00006210000&processo.numero=1505255-74.2026.8.26.0446
1505260-96.2026.8.26.0446,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000641,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-05-18,True,2026-05-12,2026-05-14,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00006260000&processo.numero=1505260-96.2026.8.26.0446
1505140-53.2026.8.26.0446,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000553,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-05-08,True,2026-04-30,2026-05-06,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00005YS0000&processo.numero=1505140-53.2026.8.26.0446
1505215-92.2026.8.26.0446,10º Promotor de Justiça de Piracicaba,Juiz das Garantias - 4ª RAJ - Piracicaba,Vara Regional das Garantias da 4ª RAJ - Piracicaba,2026/006694,Auto de Prisão em Flagrante,Roubo,2026-04-09,True,2026-04-09,2026-04-14,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE000060W0000&processo.numero=1505215-92.2026.8.26.0446
1505222-84.2026.8.26.0446,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000461,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-04-23,True,2026-04-16,2026-04-17,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00006140000&processo.numero=1505222-84.2026.8.26.0446
1505223-69.2026.8.26.0446,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000542,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-05-06,True,2026-04-29,2026-05-04,2026-05-21,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00006150000&processo.numero=1505223-69.2026.8.26.0446
1505039-16.2026.8.26.0446,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000460,Ação Penal - Procedimento Ordinário,Furto Qualificado,2026-04-23,False,2026-04-16,2026-04-17,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00005VQ0000&processo.numero=1505039-16.2026.8.26.0446
1504922-25.2026.8.26.0446,17º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000484,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-04-17,False,2026-04-10,2026-04-14,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00005SH0000&processo.numero=1504922-25.2026.8.26.0446
1505001-04.2026.8.26.0446,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000473,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-04-17,True,2026-04-09,2026-04-10,2026-05-11,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00005UO0000&processo.numero=1505001-04.2026.8.26.0446
1506168-41.2026.8.26.0451,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000444,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-04-17,True,2026-04-13,2026-04-16,2026-05-11,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000XVBU0000&processo.numero=1506168-41.2026.8.26.0451
1506139-88.2026.8.26.0451,13º Promotor de Justiça de Piracicaba,Foro de Piracicaba,Vara do Juizado Especial Cível e Criminal,2026/000289,Termo Circunstanciado,Desacato,2026-04-06,False,,2026-04-15,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000XV8R0000&processo.numero=1506139-88.2026.8.26.0451
1504807-04.2026.8.26.0446,11º Promotor de Justiça de Piracicaba,Juiz das Garantias - 4ª RAJ - Piracicaba,Vara Regional das Garantias da 4ª RAJ - Piracicaba,2026/006165,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-04-05,False,2026-04-30,2026-05-07,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00005OW0000&processo.numero=1504807-04.2026.8.26.0446
1500620-76.2026.8.26.0599,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000647,Inquérito Policial,Roubo,2026-05-28,False,2026-04-28,2026-05-05,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004K280000&processo.numero=1500620-76.2026.8.26.0599
1500626-83.2026.8.26.0599,17º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000476,Ação Penal - Procedimento Ordinário,Roubo,2026-04-15,True,2026-04-10,2026-04-10,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004K2E0000&processo.numero=1500626-83.2026.8.26.0599
1500611-17.2026.8.26.0599,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000501,Ação Penal - Procedimento Ordinário,Roubo,2026-04-23,True,2026-04-10,2026-04-17,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004K1W0000&processo.numero=1500611-17.2026.8.26.0599
1500614-69.2026.8.26.0599,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000395,Ação Penal - Procedimento Sumário,Decorrente de Violência Doméstica,2026-04-06,False,2026-04-08,2026-04-13,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004K220000&processo.numero=1500614-69.2026.8.26.0599
1500616-39.2026.8.26.0599,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000561,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-05-11,True,2026-04-30,2026-05-07,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004K240000&processo.numero=1500616-39.2026.8.26.0599
1500608-62.2026.8.26.0599,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000459,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-04-14,True,2026-04-10,2026-04-11,2026-05-14,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004K1T0000&processo.numero=1500608-62.2026.8.26.0599
1504787-13.2026.8.26.0446,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000565,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-05-05,True,2026-04-23,2026-05-04,2026-05-29,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00005OC0000&processo.numero=1504787-13.2026.8.26.0446
1504688-43.2026.8.26.0446,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000548,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-05-07,False,2026-04-10,2026-04-10,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00005LE0000&processo.numero=1504688-43.2026.8.26.0446
1504689-28.2026.8.26.0446,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000440,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-04-16,True,2026-04-10,2026-04-13,2026-05-11,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00005LF0000&processo.numero=1504689-28.2026.8.26.0446
1504608-79.2026.8.26.0446,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000462,Ação Penal - Procedimento Ordinário,Maus Tratos,2026-04-14,True,2026-04-08,2026-04-09,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00005J40000&processo.numero=1504608-79.2026.8.26.0446
1504521-26.2026.8.26.0446,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000539,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-05-05,False,2026-04-14,2026-04-15,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00005GQ0000&processo.numero=1504521-26.2026.8.26.0446
1500562-73.2026.8.26.0599,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000447,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-04-09,True,2026-04-02,2026-04-08,2026-05-08,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004K0A0000&processo.numero=1500562-73.2026.8.26.0599
1500549-74.2026.8.26.0599,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000538,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-05-05,True,2026-04-23,2026-04-27,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004JZS0000&processo.numero=1500549-74.2026.8.26.0599
1504499-65.2026.8.26.0446,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000366,Ação Penal - Procedimento Sumário,Crime de Descumprimento de Medida Protetiva  de Urgência,2026-03-30,True,2026-04-07,2026-04-13,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00005G40000&processo.numero=1504499-65.2026.8.26.0446
1504405-20.2026.8.26.0446,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000430,Ação Penal - Procedimento Ordinário,Furto,2026-04-14,True,2026-04-01,2026-04-10,2026-04-16,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00005D90000&processo.numero=1504405-20.2026.8.26.0446
1504471-97.2026.8.26.0446,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000579,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-05-15,False,2026-04-06,2026-04-14,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00005F50000&processo.numero=1504471-97.2026.8.26.0446
1504363-68.2026.8.26.0446,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000411,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-04-08,True,2026-03-30,2026-03-31,2026-05-14,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00005C30000&processo.numero=1504363-68.2026.8.26.0446
1504369-75.2026.8.26.0446,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000409,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-04-08,True,2026-03-31,2026-03-31,2026-05-04,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00005C90000&processo.numero=1504369-75.2026.8.26.0446
1504379-22.2026.8.26.0446,17º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000440,Ação Penal - Procedimento Ordinário,Receptação Qualificada,2026-04-07,False,2026-03-31,2026-03-31,2026-04-30,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00005CJ0000&processo.numero=1504379-22.2026.8.26.0446
1505916-38.2026.8.26.0451,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000373,Ação Penal - Procedimento Ordinário,Crimes de Trânsito,2026-03-25,False,2026-03-30,2026-05-14,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000XUH80000&processo.numero=1505916-38.2026.8.26.0451
1505943-21.2026.8.26.0451,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2026/000366,Ação Penal - Procedimento Ordinário,Incêndio,2026-03-25,False,2026-03-25,2026-03-25,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000XUIO0000&processo.numero=1505943-21.2026.8.26.0451
1504188-74.2026.8.26.0446,17º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000516,Inquérito Policial,Tráfico de Drogas e Condutas Afins,2026-04-27,True,2026-04-13,2026-04-22,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE000056Z0000&processo.numero=1504188-74.2026.8.26.0446
1504194-81.2026.8.26.0446,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2026/000443,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-04-08,False,2026-03-30,2026-03-31,2026-05-26,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00005750000&processo.numero=1504194-81.2026.8.26.0446
1504245-92.2026.8.26.0446,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2026/000478,Ação Penal - Procedimento Ordinário,Furto Qualificado,2026-04-28,False,2026-03-31,2026-04-07,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE000058L0000&processo.numero=1504245-92.2026.8.26.0446
1504303-95.2026.8.26.0446,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2026/000437,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2026-04-16,False,2026-04-15,2026-04-14,2026-05-15,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CE00005AB0000&processo.numero=1504303-95.2026.8.26.0446
